campaignid,sample,broad.ascidians,broad.bryozoa,broad.consolidated,broad.crinoids,broad.hydroids,broad.invertebrate.complex,broad.macroalgae,broad.octocoral.black,broad.reef,broad.seagrasses,broad.sponges,broad.stony.corals,broad.total.points.annotated,broad.true.anemones,broad.unconsolidated,fov.facing.up,fov.limited,fov.open,mean.relief,method,sd.relief,planned.or.exploratory,latitude,longitude,date,time,location,site,depth,successful.count,successful.length,commonwealth.zone,state.zone,status
2020-10_south-west_stereo-BRUVs,FH10,0,0,12,0,0,0,13,0,31,5,1,0,32,0,1,0,2,38,2.541666667,BRUV,0.508977378,MBH,-33.98618897,114.8863721,20201013,12:32:00,South-west,C.FH.24,42.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH102,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,2,38,0.185185185,BRUV,0.395847391,MBH,-33.68868897,114.9288721,20201017,6:42:00,South-west,C.FH.3,44.1,Yes,Yes,NA,Injidup Sanctuary Zone,No-take
2020-10_south-west_stereo-BRUVs,FH106,0,0,6,0,0,0,19,0,25,0,0,0,31,0,6,0,3,37,2.173913043,BRUV,0.576208131,MBH,-33.78868897,114.8163721,20201012,13:16:00,South-west,C.FH.12,47.1,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH108,1,0,2,0,0,0,15,0,18,0,0,0,32,0,14,0,3,37,1.695652174,BRUV,0.558795995,MBH,-33.76118897,114.9238721,20201017,9:32:00,South-west,C.FH.9,44.7,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH109,0,0,4,0,0,0,10,0,32,7,11,0,36,0,4,0,3,33,2.6,BRUV,0.598243042,MBH,-33.91618897,114.9088721,20201029,13:04:00,South-west,C.FH.20,45.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH11,0,1,2,0,0,0,1,0,10,0,6,0,28,0,18,0,3,37,1.52,BRUV,1.357694124,MBH,-33.89868897,114.9388721,20201029,14:48:00,South-west,C.FH.18,42.3,Yes,Yes,NA,NA,Fished
2020-10_south-west_stereo-BRUVs,FH110,0,0,5,0,0,0,3,0,14,1,5,0,26,0,12,0,2,38,2,BRUV,0.9258201,MBH,-33.80868897,114.8213721,20201012,15:06:00,South-west,C.FH.13,44.7,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH111,0,0,2,0,0,0,11,0,16,3,0,0,37,0,21,0,1,39,1.72,BRUV,0.842614977,MBH,-33.98618897,114.8788721,20201013,12:28:00,South-west,C.FH.24,41.4,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH113,0,0,8,0,0,0,9,0,32,12,3,0,33,0,1,0,1,39,2.666666667,BRUV,0.481543412,MBH,-33.72368897,114.7963721,20201012,12:41:00,South-west,C.FH.7,45,Yes,No,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH12,0,0,2,0,0,0,18,0,26,4,2,0,30,0,4,0,3,37,2.15,BRUV,0.366347549,MBH,-33.91868897,114.8963721,20201029,12:46:00,South-west,C.FH.21,46.1,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH14,0,0,7,0,0,0,15,0,23,0,1,0,34,0,11,0,3,37,1.888888889,BRUV,0.506369684,MBH,-33.76618897,114.8713721,20201017,11:24:00,South-west,C.FH.10,44.4,Yes,No,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH15,0,0,0,0,0,0,0,0,0,0,0,0,33,0,33,0,2,38,0,BRUV,0,MBH,-33.68868897,114.8063721,20201012,10:29:00,South-west,C.FH.4,48,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH16,0,0,5,0,0,0,12,0,26,8,1,0,34,0,8,0,4,36,2.46875,BRUV,0.567073699,MBH,-33.90118897,114.8563721,20201013,8:02:00,South-west,C.FH.19,43.1,Yes,check calibration,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH17,0,0,1,0,0,0,17,0,22,0,4,0,35,0,13,0,2,38,1.846153846,BRUV,0.464095481,MBH,-33.83368897,114.8763721,20201012,15:35:00,South-west,C.FH.14,42.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH18,0,0,3,0,0,0,9,0,12,0,0,0,22,0,10,0,2,38,2,BRUV,0.794719414,MBH,-33.79118897,114.8213721,20201012,13:19:00,South-west,C.FH.12,43.5,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH2,0,0,4,0,0,0,3,0,15,7,1,0,21,0,6,0,5,35,2.4,BRUV,0.707106781,MBH,-33.91868897,114.8913721,20201029,12:43:00,South-west,C.FH.21,43.9,Yes,No,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH20,0,0,8,0,0,0,9,0,18,1,0,0,30,0,12,0,0,40,2.05,BRUV,0.604805319,MBH,-33.78618897,114.8738721,20201017,11:40:00,South-west,C.FH.11,43.1,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH21,0,0,10,0,0,0,16,0,35,5,4,0,37,0,2,0,1,39,2.64,BRUV,0.489897949,MBH,-33.79368897,114.8088721,20201012,13:26:00,South-west,C.FH.12,45,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH23,0,0,8,0,0,0,2,0,20,10,0,0,29,0,9,0,7,33,2.48,BRUV,0.653197265,MBH,-33.94618897,114.8288721,20201013,9:51:00,South-west,C.FH.22,44.2,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH24,0,0,1,0,0,0,11,0,13,0,1,0,35,0,22,0,1,39,1.6,BRUV,0.50262469,MBH,-33.66868897,114.8438721,20201012,7:55:00,South-west,C.FH.1,47.6,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH25,0,3,6,0,0,0,7,0,24,5,3,0,32,0,8,0,1,37,2.32,BRUV,0.690410506,MBH,-33.87868897,114.8163721,20201013,7:34:00,South-west,C.FH.16,45.4,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH26,0,0,7,0,0,0,5,0,14,0,2,0,14,0,0,0,6,14,2.4375,BRUV,0.512347538,MBH,-33.81118897,114.8288721,20201012,15:10:00,South-west,C.FH.13,44.1,Yes,check calibration,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH27,0,0,9,0,0,0,5,0,20,1,5,0,23,0,3,0,4,36,2.25,BRUV,0.638666374,MBH,-33.83618897,114.8713721,20201012,15:39:00,South-west,C.FH.14,42.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH28,0,0,1,0,0,0,0,0,1,0,0,0,32,0,31,0,3,37,0.76,BRUV,0.663324958,MBH,-33.76368897,114.9338721,20201017,9:24:00,South-west,C.FH.9,44.7,Yes,Yes,NA,NA,Fished
2020-10_south-west_stereo-BRUVs,FH30,0,0,0,0,0,0,29,0,29,0,0,0,31,0,2,0,3,37,2.818181818,BRUV,0.394771017,MBH,-33.75118897,114.8888721,20201017,11:12:00,South-west,C.FH.8,46.2,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH31,0,0,4,0,0,0,27,0,31,0,0,0,37,0,6,0,0,40,2.392857143,BRUV,0.685256682,MBH,-33.67368897,114.8238721,20201012,8:27:00,South-west,C.FH.2,45.4,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH32,0,0,0,0,0,0,0,0,4,0,4,0,20,0,16,20,0,20,0.9375,BRUV,0.928708781,MBH,-33.69618897,114.9463721,20201017,8:50:00,South-west,C.FH.5,42.9,Yes,No,NA,Injidup Sanctuary Zone,No-take
2020-10_south-west_stereo-BRUVs,FH33,0,0,7,0,0,0,9,0,26,5,5,0,32,0,6,0,2,38,2.227272727,BRUV,0.611930449,MBH,-33.70868897,114.8263721,20201012,10:54:00,South-west,C.FH.6,42.3,Yes,No,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH34,1,0,14,0,1,0,6,0,26,2,2,0,31,0,5,0,2,37,2.166666667,BRUV,0.637022057,MBH,-33.78618897,114.8838721,20201017,11:51:00,South-west,C.FH.11,44.8,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH35,0,0,2,0,0,0,0,0,2,0,0,0,20,0,18,0,1,39,0.5,BRUV,0.516397779,MBH,-33.88368897,114.9313721,20201029,15:09:00,South-west,C.FH.17,45.2,Yes,Yes,NA,NA,Fished
2020-10_south-west_stereo-BRUVs,FH37,0,0,12,0,0,0,6,0,21,1,2,0,25,0,4,0,5,35,2.423076923,BRUV,0.503831474,MBH,-33.71118897,114.8138721,20201012,11:03:00,South-west,C.FH.6,44.2,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH39,0,1,2,0,0,0,13,0,23,0,6,0,29,1,6,0,0,40,2.083333333,BRUV,0.503610155,MBH,-33.90368897,114.9313721,20201029,14:44:00,South-west,C.FH.18,44.8,Yes,Yes,NA,NA,Fished
2020-10_south-west_stereo-BRUVs,FH40,0,0,1,0,0,0,17,0,20,0,2,0,29,0,9,0,4,36,2.130434783,BRUV,0.757048565,MBH,-33.92368897,114.8888721,20201029,12:40:00,South-west,C.FH.21,42.9,Yes,No,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH41,0,1,7,0,0,0,11,0,35,14,2,0,35,0,0,0,2,34,2.870967742,BRUV,0.340777101,MBH,-33.67118897,114.8388721,20201012,8:01:00,South-west,C.FH.1,44.1,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH42,0,0,2,0,0,0,25,0,34,6,1,0,35,0,1,0,1,39,2.888888889,BRUV,0.320256308,MBH,-33.88118897,114.8113721,20201013,7:38:00,South-west,C.FH.16,45.7,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH44,0,0,3,0,0,0,6,0,21,10,2,0,31,0,10,0,2,36,2.538461538,BRUV,0.706018086,MBH,-33.77118897,114.8638721,20201017,11:28:00,South-west,C.FH.10,43.3,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH45,0,0,1,0,0,0,16,0,21,4,0,0,26,0,5,0,1,39,2.608695652,BRUV,0.656376447,MBH,-33.69368897,114.7988721,20201012,10:39:00,South-west,C.FH.4,47.6,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH46,0,0,0,0,0,0,5,0,6,0,1,0,30,0,24,0,3,37,0.95,BRUV,0.825577947,MBH,-33.76618897,114.9288721,20201017,9:28:00,South-west,C.FH.9,44.9,Yes,Yes,NA,NA,Fished
2020-10_south-west_stereo-BRUVs,FH47,0,0,9,0,0,0,17,0,31,5,0,0,32,0,1,0,3,34,2.458333333,BRUV,0.508977378,MBH,-33.90618897,114.8488721,20201013,8:09:00,South-west,C.FH.19,43.5,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH48,2,1,1,0,0,3,2,0,17,3,5,0,17,0,0,0,3,17,2.7,BRUV,0.470162346,MBH,-33.79618897,114.8138721,20201012,13:23:00,South-west,C.FH.12,48.5,Yes,reconvert R videos,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH49,0,1,5,0,0,0,12,0,28,0,10,0,31,0,3,0,1,38,2.5,BRUV,0.512989176,MBH,-33.92118897,114.9163721,20201029,13:00:00,South-west,C.FH.20,43.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH5,0,0,8,0,0,0,2,0,22,10,2,0,24,0,2,0,5,35,2.181818182,BRUV,0.852802865,MBH,-33.69368897,114.9413721,20201017,8:46:00,South-west,C.FH.5,44.5,Yes,Yes,NA,Injidup Sanctuary Zone,No-take
2020-10_south-west_stereo-BRUVs,FH50,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,1,39,0,BRUV,0,MBH,-33.68118897,114.9313721,20201017,6:51:00,South-west,C.FH.3,44.6,Yes,Yes,NA,Injidup Sanctuary Zone,No-take
2020-10_south-west_stereo-BRUVs,FH51,0,0,4,0,0,0,8,0,32,18,2,0,36,0,4,0,2,38,2.71875,BRUV,0.581120997,MBH,-33.90618897,114.8538721,20201013,8:06:00,South-west,C.FH.19,43,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH52,0,0,17,0,0,1,1,0,28,8,1,0,35,0,7,0,4,28,2.222222222,BRUV,0.751067616,MBH,-33.99118897,114.8888721,20201013,12:36:00,South-west,C.FH.24,42.1,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH54,0,0,0,0,0,0,24,0,27,0,3,0,36,0,9,0,1,39,2.185185185,BRUV,0.395847391,MBH,-33.76618897,114.9388721,20201017,9:20:00,South-west,C.FH.9,43.2,Yes,No,NA,NA,Fished
2020-10_south-west_stereo-BRUVs,FH55,0,0,0,0,0,0,1,0,2,0,1,0,33,0,31,0,1,39,0.703703704,BRUV,0.868899163,MBH,-33.92368897,114.9088721,20201029,12:52:00,South-west,C.FH.20,44.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH56,0,0,11,0,1,0,5,0,25,5,3,0,29,0,4,0,1,33,2.884615385,BRUV,0.325812594,MBH,-33.83118897,114.8663721,20201012,15:31:00,South-west,C.FH.14,43.5,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH57,0,2,6,0,0,0,5,0,22,1,8,0,35,0,13,0,3,34,2.185185185,BRUV,0.921413506,MBH,-33.78868897,114.8113721,20201012,13:12:00,South-west,C.FH.12,45.8,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH58,0,0,4,0,0,0,11,0,18,3,0,0,32,0,14,0,2,37,2.173913043,BRUV,0.716822148,MBH,-33.66368897,114.8413721,20201012,7:47:00,South-west,C.FH.1,45.1,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH59,0,0,2,0,0,0,8,0,10,0,0,0,16,0,6,0,4,16,1.8,BRUV,0.560611911,MBH,-33.66868897,114.8188721,20201012,8:32:00,South-west,C.FH.2,44.6,Yes,reconvert R videos,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH6,0,0,0,0,0,0,7,0,10,3,0,0,11,0,1,0,2,18,2.4,BRUV,0.516397779,MBH,-33.70618897,114.8213721,20201012,10:50:00,South-west,C.FH.6,46,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH60,0,0,8,0,0,0,6,0,23,1,8,0,29,0,6,0,2,36,2.208333333,BRUV,0.779027636,MBH,-33.81618897,114.8213721,20201012,15:14:00,South-west,C.FH.13,44.5,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH61,0,0,0,0,0,0,12,0,30,11,6,1,30,0,0,0,3,37,2.851851852,BRUV,0.362013993,MBH,-33.84118897,114.8638721,20201012,15:43:00,South-west,C.FH.14,43.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH62,0,1,7,0,0,0,9,0,23,2,4,0,32,0,9,0,2,38,2.333333333,BRUV,0.481543412,MBH,-33.75618897,114.8813721,20201017,11:17:00,South-west,C.FH.8,45.1,Yes,No,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH63,0,0,1,0,0,0,24,0,25,0,0,0,34,0,9,0,5,35,2.481481481,BRUV,0.70002035,MBH,-33.67868897,114.8163721,20201012,8:20:00,South-west,C.FH.2,46.3,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH64,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,2,38,0,BRUV,0,MBH,-33.70118897,114.9388721,20201017,8:56:00,South-west,C.FH.5,44.2,Yes,Yes,NA,Injidup Sanctuary Zone,No-take
2020-10_south-west_stereo-BRUVs,FH65,0,0,3,0,0,0,11,0,15,0,1,0,19,0,4,0,1,19,2.357142857,BRUV,0.497245158,MBH,-33.71368897,114.8188721,20201012,10:59:00,South-west,C.FH.6,45.7,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH66,0,0,1,0,0,0,7,0,27,16,3,0,27,0,0,0,4,36,2.92,BRUV,0.276887462,MBH,-33.90618897,114.9363721,20201029,14:40:00,South-west,C.FH.18,41.8,Yes,Yes,NA,NA,Fished
2020-10_south-west_stereo-BRUVs,FH67,0,0,0,0,0,0,2,0,2,0,0,0,27,0,25,0,3,37,1,BRUV,0,MBH,-33.88868897,114.9238721,20201029,15:00:00,South-west,C.FH.17,46.1,Yes,Yes,NA,NA,Fished
2020-10_south-west_stereo-BRUVs,FH68,0,0,10,0,0,0,15,0,29,4,0,0,31,0,2,0,3,35,2.52,BRUV,0.585946528,MBH,-33.95118897,114.8288721,20201013,10:01:00,South-west,C.FH.22,44.5,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH69,0,0,8,0,0,0,6,0,23,4,5,0,23,0,0,0,4,36,2.45,BRUV,0.510417786,MBH,-33.69618897,114.8038721,20201012,10:43:00,South-west,C.FH.4,46.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH7,0,0,6,0,1,1,12,0,29,4,4,1,29,0,0,0,3,37,2.434782609,BRUV,0.506869802,MBH,-33.78368897,114.8788721,20201017,11:45:00,South-west,C.FH.11,45,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH70,0,0,2,0,0,0,5,0,14,0,7,0,26,0,12,0,3,37,2,BRUV,0.612372436,MBH,-33.67368897,114.8463721,20201012,8:07:00,South-west,C.FH.1,48.6,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH71,0,1,0,0,0,1,22,0,35,7,4,0,37,0,2,0,0,40,2.71875,BRUV,0.634206387,MBH,-33.88368897,114.8188721,20201013,7:30:00,South-west,C.FH.16,45.3,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH72,0,0,0,0,0,0,2,0,27,0,25,0,27,0,0,0,2,38,2.9,BRUV,0.307793506,MBH,-33.88868897,114.9288721,20201029,15:06:00,South-west,C.FH.17,44.1,Yes,Yes,NA,NA,Fished
2020-10_south-west_stereo-BRUVs,FH74,0,1,6,0,0,0,3,0,25,14,1,0,33,0,8,0,3,37,2.740740741,BRUV,0.594370552,MBH,-33.73118897,114.8063721,20201012,12:47:00,South-west,C.FH.7,44.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH77,0,0,5,0,0,0,21,0,28,1,1,0,30,0,2,0,4,36,2,BRUV,0,MBH,-33.99618897,114.8763721,20201013,12:42:00,South-west,C.FH.24,42,Yes,No,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH78,0,0,3,0,0,0,0,0,3,0,0,0,26,0,23,0,5,35,0.842105263,BRUV,0.374634325,MBH,-33.89118897,114.9163721,20201029,14:56:00,South-west,C.FH.17,45.8,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH79,0,0,7,0,0,0,12,0,35,11,5,0,35,0,0,0,2,38,2.857142857,BRUV,0.356348323,MBH,-33.88618897,114.8088721,20201013,7:43:00,South-west,C.FH.16,44.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH8,0,0,5,0,0,0,11,0,29,10,3,0,30,0,1,0,3,37,2.64,BRUV,0.489897949,MBH,-33.72368897,114.8013721,20201012,12:34:00,South-west,C.FH.7,43.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH82,0,3,1,0,0,4,5,0,15,0,2,0,32,0,17,0,4,35,1.583333333,BRUV,0.717281502,MBH,-33.68618897,114.9238721,20201017,6:46:00,South-west,C.FH.3,44.8,Yes,Yes,NA,Injidup Sanctuary Zone,No-take
2020-10_south-west_stereo-BRUVs,FH83,0,0,2,0,0,1,16,0,20,0,1,0,35,0,15,0,2,38,1.782608696,BRUV,0.671262158,MBH,-33.91118897,114.8463721,20201013,8:13:00,South-west,C.FH.19,40.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH84,0,0,8,0,0,0,8,0,21,4,1,0,28,0,7,0,3,37,2.296296296,BRUV,0.724027986,MBH,-33.73368897,114.7988721,20201012,12:50:00,South-west,C.FH.7,45.6,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH85,0,0,0,0,0,0,8,0,9,0,1,0,18,0,9,0,2,38,2.076923077,BRUV,0.862316499,MBH,-33.92618897,114.9138721,20201029,12:55:00,South-west,C.FH.20,44.7,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH87,0,0,8,0,0,0,2,0,17,7,0,0,25,0,8,0,3,32,2.083333333,BRUV,0.829702234,MBH,-33.92868897,114.8938721,20201029,12:36:00,South-west,C.FH.21,43.8,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH89,0,0,0,0,0,0,10,0,10,0,0,0,10,0,0,0,2,18,3,BRUV,0,MBH,-33.68618897,114.8013721,20201012,10:34:00,South-west,C.FH.4,45.7,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH9,0,0,4,0,0,0,11,0,17,0,2,0,23,0,6,0,4,36,2.037037037,BRUV,0.517500017,MBH,-33.90118897,114.8513721,20201013,7:58:00,South-west,C.FH.19,43.6,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH92,2,0,6,0,0,0,13,0,27,6,0,0,32,0,5,0,0,40,2.678571429,BRUV,0.547964005,MBH,-33.84368897,114.8713721,20201012,15:47:00,South-west,C.FH.14,44.2,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH93,0,0,4,0,0,0,0,0,37,24,9,0,37,0,0,0,2,38,2.962962963,BRUV,0.19245009,MBH,-33.77618897,114.8688721,20201017,11:33:00,South-west,C.FH.10,43.3,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH94,0,0,3,0,0,2,3,0,17,0,9,0,34,0,17,0,0,40,1.76,BRUV,1.090871211,MBH,-33.90868897,114.9413721,20201029,14:36:00,South-west,C.FH.18,41.9,Yes,Yes,NA,NA,Fished
2020-10_south-west_stereo-BRUVs,FH95,0,0,1,0,0,0,16,0,22,0,5,0,29,0,7,0,2,38,2.28,BRUV,0.613731755,MBH,-33.75868897,114.8913721,20201017,11:07:00,South-west,C.FH.8,46.8,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH96,0,0,7,0,0,0,7,0,23,6,3,0,30,0,7,0,2,38,2.416666667,BRUV,0.653862548,MBH,-33.81868897,114.8338721,20201012,15:20:00,South-west,C.FH.13,44.9,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FH99,0,0,2,0,0,0,23,0,28,0,3,0,33,0,5,0,3,37,2.08,BRUV,0.276887462,MBH,-33.95368897,114.8363721,20201013,10:04:00,South-west,C.FH.22,43.5,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FHA,0,0,4,0,0,0,3,0,8,0,1,0,34,0,26,0,2,38,1.36,BRUV,0.489897949,Legacy,-33.683135,114.937827,20201017,6:55:00,South-west,C.FH.3,44.6,Yes,Yes,NA,Injidup Sanctuary Zone,No-take
2020-10_south-west_stereo-BRUVs,FHB,0,2,3,0,0,0,16,0,25,0,4,0,37,0,12,0,1,39,1.965517241,BRUV,0.68048085,Legacy,-33.681655,114.957127,20201017,7:02:00,South-west,C.FH.A,41.3,Yes,Yes,NA,Injidup Sanctuary Zone,No-take
2020-10_south-west_stereo-BRUVs,FHC,0,0,0,0,0,0,38,0,38,0,0,0,38,0,0,0,0,40,3,BRUV,0,Legacy,-33.680718,114.965092,20201017,7:07:00,South-west,C.FH.A,36.2,Yes,Yes,NA,Injidup Sanctuary Zone,No-take
2020-10_south-west_stereo-BRUVs,FHCO1,0,0,7,0,0,0,17,0,27,0,3,0,30,0,3,0,0,40,2.590909091,BRUV,0.50323628,Legacy,-33.669869,114.809825,20201012,8:38:00,South-west,C.FH.2,44.8,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FHCO2,0,0,14,0,0,0,4,0,24,6,0,0,24,0,0,0,0,40,2.592592593,BRUV,0.500711744,Legacy,-33.72358,114.813293,20201012,11:13:00,South-west,C.FH.6,42,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FHCO3,0,0,0,0,0,0,2,0,21,15,4,0,21,0,0,0,4,36,3,BRUV,0,Legacy,-33.948622,114.819555,20201013,9:56:00,South-west,C.FH.22,44.5,Yes,Yes,Special Purpose Zone (Mining Exclusion),NA,Fished
2020-10_south-west_stereo-BRUVs,FHD,0,0,0,0,0,0,1,0,1,0,0,0,33,0,32,0,0,40,0.5,BRUV,0.606976979,Legacy,-33.686897,114.958507,20201017,7:12:00,South-west,C.FH.A,39.5,Yes,Yes,NA,Injidup Sanctuary Zone,No-take
2020-10_south-west_stereo-BRUVs,FHE,0,0,0,0,0,0,0,0,0,0,0,0,34,0,34,0,2,38,0,BRUV,0,Legacy,-33.687267,114.951172,20201017,7:16:00,South-west,C.FH.A,42.3,Yes,Yes,NA,Injidup Sanctuary Zone,No-take
2020-10_south-west_stereo-BRUVs,IO1,0,0,5,0,0,0,0,0,5,0,0,0,32,0,27,0,1,39,1.48,BRUV,1.228820573,MBH,-34.07868897,114.7788721,20201015,12:07:00,South-west,C.IO.43,64.6,Yes,Yes,National Park Zone,NA,No-take
