campaignid,opcode,level_1,level_5,level_2,level_3,level_4,level_6,level_7,level_8,family,genus,species,caab_code,count
2020-10_south-west_stereoBRUVs,FH85,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,4
2020-10_south-west_stereoBRUVs,FH85,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,5
2020-10_south-west_stereoBRUVs,FH87,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,7
2020-10_south-west_stereoBRUVs,FH87,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,8
2020-10_south-west_stereoBRUVs,FH87,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,9
2020-10_south-west_stereoBRUVs,FH89,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,13
2020-10_south-west_stereoBRUVs,FH9,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,3
2020-10_south-west_stereoBRUVs,FH9,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,20
2020-10_south-west_stereoBRUVs,FH9,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,4
2020-10_south-west_stereoBRUVs,FH92,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,1
2020-10_south-west_stereoBRUVs,FH92,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,7
2020-10_south-west_stereoBRUVs,FH92,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,20
2020-10_south-west_stereoBRUVs,FH93,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,1
2020-10_south-west_stereoBRUVs,FH93,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,26
2020-10_south-west_stereoBRUVs,FH94,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,4
2020-10_south-west_stereoBRUVs,FH94,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,6
2020-10_south-west_stereoBRUVs,FH94,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,7
2020-10_south-west_stereoBRUVs,FH94,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,8
2020-10_south-west_stereoBRUVs,FH95,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,2
2020-10_south-west_stereoBRUVs,FH95,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,14
2020-10_south-west_stereoBRUVs,FH95,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,9
2020-10_south-west_stereoBRUVs,FH96,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,2
2020-10_south-west_stereoBRUVs,FH96,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,10
2020-10_south-west_stereoBRUVs,FH96,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,12
2020-10_south-west_stereoBRUVs,FH99,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,23
2020-10_south-west_stereoBRUVs,FH99,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,2
2020-10_south-west_stereoBRUVs,FHA,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,16
2020-10_south-west_stereoBRUVs,FHA,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,9
2020-10_south-west_stereoBRUVs,FHB,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,7
2020-10_south-west_stereoBRUVs,FHB,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,16
2020-10_south-west_stereoBRUVs,FHB,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,6
2020-10_south-west_stereoBRUVs,FHC,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,27
2020-10_south-west_stereoBRUVs,FHC01,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,9
2020-10_south-west_stereoBRUVs,FHC01,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,13
2020-10_south-west_stereoBRUVs,FHC02,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,11
2020-10_south-west_stereoBRUVs,FHC02,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,16
2020-10_south-west_stereoBRUVs,FHC03,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,20
2020-10_south-west_stereoBRUVs,FHD,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,11
2020-10_south-west_stereoBRUVs,FHD,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,8
2020-10_south-west_stereoBRUVs,FHD,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,1
2020-10_south-west_stereoBRUVs,FHE,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,25
2020-10_south-west_stereoBRUVs,IO1,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,6
2020-10_south-west_stereoBRUVs,IO1,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,8
2020-10_south-west_stereoBRUVs,IO1,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,6
2020-10_south-west_stereoBRUVs,IO1,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,3
2020-10_south-west_stereoBRUVs,IO1,Physical,4,Relief,High,Wall,NA,NA,NA,NA,NA,NA,82003007,2
2020-10_south-west_stereoBRUVs,IO100,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,2
2020-10_south-west_stereoBRUVs,IO100,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,16
2020-10_south-west_stereoBRUVs,IO100,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,10
2020-10_south-west_stereoBRUVs,IO101,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,21
2020-10_south-west_stereoBRUVs,IO101,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,4
2020-10_south-west_stereoBRUVs,IO102,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,2
2020-10_south-west_stereoBRUVs,IO102,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,26
2020-10_south-west_stereoBRUVs,IO105,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,7
2020-10_south-west_stereoBRUVs,IO105,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,14
2020-10_south-west_stereoBRUVs,IO105,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,2
2020-10_south-west_stereoBRUVs,IO107,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,11
2020-10_south-west_stereoBRUVs,IO107,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,10
2020-10_south-west_stereoBRUVs,IO107,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,1
2020-10_south-west_stereoBRUVs,IO108,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,14
2020-10_south-west_stereoBRUVs,IO108,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,6
2020-10_south-west_stereoBRUVs,IO109,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,16
2020-10_south-west_stereoBRUVs,IO109,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,3
2020-10_south-west_stereoBRUVs,IO109,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,1
2020-10_south-west_stereoBRUVs,IO110,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,18
2020-10_south-west_stereoBRUVs,IO110,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,5
2020-10_south-west_stereoBRUVs,IO110,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,1
2020-10_south-west_stereoBRUVs,IO113,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,20
2020-10_south-west_stereoBRUVs,IO115,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,17
2020-10_south-west_stereoBRUVs,IO115,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,5
2020-10_south-west_stereoBRUVs,IO115,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,1
2020-10_south-west_stereoBRUVs,IO117,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,20
2020-10_south-west_stereoBRUVs,IO119,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,20
2020-10_south-west_stereoBRUVs,IO119,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,5
2020-10_south-west_stereoBRUVs,IO122,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,13
2020-10_south-west_stereoBRUVs,IO122,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,12
2020-10_south-west_stereoBRUVs,IO123,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,16
2020-10_south-west_stereoBRUVs,IO123,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,12
2020-10_south-west_stereoBRUVs,IO125,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,14
2020-10_south-west_stereoBRUVs,IO125,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,11
2020-10_south-west_stereoBRUVs,IO126,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,13
2020-10_south-west_stereoBRUVs,IO126,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,13
2020-10_south-west_stereoBRUVs,IO130,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,3
2020-10_south-west_stereoBRUVs,IO130,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,7
2020-10_south-west_stereoBRUVs,IO132,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,11
2020-10_south-west_stereoBRUVs,IO132,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,9
2020-10_south-west_stereoBRUVs,IO133,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,2
2020-10_south-west_stereoBRUVs,IO133,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,24
2020-10_south-west_stereoBRUVs,IO134,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,1
2020-10_south-west_stereoBRUVs,IO134,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,8
2020-10_south-west_stereoBRUVs,IO134,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,16
2020-10_south-west_stereoBRUVs,IO145,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,11
2020-10_south-west_stereoBRUVs,IO145,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,13
2020-10_south-west_stereoBRUVs,IO146,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,5
2020-10_south-west_stereoBRUVs,IO146,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,13
2020-10_south-west_stereoBRUVs,IO146,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,9
2020-10_south-west_stereoBRUVs,IO147,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,11
2020-10_south-west_stereoBRUVs,IO147,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,15
2020-10_south-west_stereoBRUVs,IO148,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,7
2020-10_south-west_stereoBRUVs,IO148,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,17
2020-10_south-west_stereoBRUVs,IO148,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,1
2020-10_south-west_stereoBRUVs,IO15,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,4
2020-10_south-west_stereoBRUVs,IO15,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,20
2020-10_south-west_stereoBRUVs,IO152,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,4
2020-10_south-west_stereoBRUVs,IO152,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,14
2020-10_south-west_stereoBRUVs,IO152,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,6
2020-10_south-west_stereoBRUVs,IO153,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,2
2020-10_south-west_stereoBRUVs,IO153,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,22
2020-10_south-west_stereoBRUVs,IO153,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,3
2020-10_south-west_stereoBRUVs,IO155,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,1
2020-10_south-west_stereoBRUVs,IO155,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,11
2020-10_south-west_stereoBRUVs,IO155,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,12
2020-10_south-west_stereoBRUVs,IO157,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,17
2020-10_south-west_stereoBRUVs,IO157,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,8
2020-10_south-west_stereoBRUVs,IO158,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,8
2020-10_south-west_stereoBRUVs,IO158,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,1
2020-10_south-west_stereoBRUVs,IO158,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,1
2020-10_south-west_stereoBRUVs,IO16,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,6
2020-10_south-west_stereoBRUVs,IO16,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,3
2020-10_south-west_stereoBRUVs,IO16,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,10
2020-10_south-west_stereoBRUVs,IO16,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,10
2020-10_south-west_stereoBRUVs,IO164,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,3
2020-10_south-west_stereoBRUVs,IO164,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,15
2020-10_south-west_stereoBRUVs,IO164,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,9
2020-10_south-west_stereoBRUVs,IO165,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,14
2020-10_south-west_stereoBRUVs,IO165,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,7
2020-10_south-west_stereoBRUVs,IO17,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,3
2020-10_south-west_stereoBRUVs,IO17,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,15
2020-10_south-west_stereoBRUVs,IO17,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,3
2020-10_south-west_stereoBRUVs,IO180,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,25
2020-10_south-west_stereoBRUVs,IO184,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,2
2020-10_south-west_stereoBRUVs,IO184,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,18
2020-10_south-west_stereoBRUVs,IO184,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,5
2020-10_south-west_stereoBRUVs,IO189,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,16
2020-10_south-west_stereoBRUVs,IO189,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,2
2020-10_south-west_stereoBRUVs,IO189,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,2
2020-10_south-west_stereoBRUVs,IO189,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,1
2020-10_south-west_stereoBRUVs,IO191,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,10
2020-10_south-west_stereoBRUVs,IO191,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,11
2020-10_south-west_stereoBRUVs,IO191,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,2
2020-10_south-west_stereoBRUVs,IO192,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,19
2020-10_south-west_stereoBRUVs,IO192,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,1
2020-10_south-west_stereoBRUVs,IO192,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,2
2020-10_south-west_stereoBRUVs,IO194,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,13
2020-10_south-west_stereoBRUVs,IO194,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,9
2020-10_south-west_stereoBRUVs,IO195,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,3
2020-10_south-west_stereoBRUVs,IO195,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,12
2020-10_south-west_stereoBRUVs,IO195,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,12
2020-10_south-west_stereoBRUVs,IO199,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,8
2020-10_south-west_stereoBRUVs,IO199,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,12
2020-10_south-west_stereoBRUVs,IO201,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,4
2020-10_south-west_stereoBRUVs,IO201,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,14
2020-10_south-west_stereoBRUVs,IO201,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,3
2020-10_south-west_stereoBRUVs,IO204,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,3
2020-10_south-west_stereoBRUVs,IO204,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,7
2020-10_south-west_stereoBRUVs,IO204,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,11
2020-10_south-west_stereoBRUVs,IO204,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,4
2020-10_south-west_stereoBRUVs,IO206,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,20
2020-10_south-west_stereoBRUVs,IO206,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,6
2020-10_south-west_stereoBRUVs,IO206,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,1
2020-10_south-west_stereoBRUVs,IO207,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,11
2020-10_south-west_stereoBRUVs,IO207,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,7
2020-10_south-west_stereoBRUVs,IO207,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,4
2020-10_south-west_stereoBRUVs,IO210,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,1
2020-10_south-west_stereoBRUVs,IO210,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,15
2020-10_south-west_stereoBRUVs,IO210,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,8
2020-10_south-west_stereoBRUVs,IO211,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,3
2020-10_south-west_stereoBRUVs,IO211,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,24
2020-10_south-west_stereoBRUVs,IO215,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,25
2020-10_south-west_stereoBRUVs,IO216,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,2
2020-10_south-west_stereoBRUVs,IO216,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,13
2020-10_south-west_stereoBRUVs,IO216,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,11
2020-10_south-west_stereoBRUVs,IO217,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,1
2020-10_south-west_stereoBRUVs,IO217,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,23
2020-10_south-west_stereoBRUVs,IO217,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,1
2020-10_south-west_stereoBRUVs,IO218,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,1
2020-10_south-west_stereoBRUVs,IO218,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,24
2020-10_south-west_stereoBRUVs,IO220,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,16
2020-10_south-west_stereoBRUVs,IO220,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,9
2020-10_south-west_stereoBRUVs,IO222,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,3
2020-10_south-west_stereoBRUVs,IO222,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,13
2020-10_south-west_stereoBRUVs,IO222,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,4
2020-10_south-west_stereoBRUVs,IO223,Physical,0,Relief,Flat,NA,NA,NA,NA,NA,NA,NA,82003001,6
2020-10_south-west_stereoBRUVs,IO223,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,8
2020-10_south-west_stereoBRUVs,IO223,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,10
2020-10_south-west_stereoBRUVs,IO223,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,3
2020-10_south-west_stereoBRUVs,IO224,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,15
2020-10_south-west_stereoBRUVs,IO224,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,7
2020-10_south-west_stereoBRUVs,IO225,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,2
2020-10_south-west_stereoBRUVs,IO225,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,23
2020-10_south-west_stereoBRUVs,IO226,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,3
2020-10_south-west_stereoBRUVs,IO226,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,11
2020-10_south-west_stereoBRUVs,IO226,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,9
2020-10_south-west_stereoBRUVs,IO227,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,5
2020-10_south-west_stereoBRUVs,IO227,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,7
2020-10_south-west_stereoBRUVs,IO227,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,12
2020-10_south-west_stereoBRUVs,IO228,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,14
2020-10_south-west_stereoBRUVs,IO228,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,11
2020-10_south-west_stereoBRUVs,IO229,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,2
2020-10_south-west_stereoBRUVs,IO229,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,4
2020-10_south-west_stereoBRUVs,IO229,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,21
2020-10_south-west_stereoBRUVs,IO235,Physical,1,Relief,Low / moderate,Low (<1m),NA,NA,NA,NA,NA,NA,82003003,11
2020-10_south-west_stereoBRUVs,IO235,Physical,2,Relief,Low / moderate,Moderate (1-3m),NA,NA,NA,NA,NA,NA,82003004,6
2020-10_south-west_stereoBRUVs,IO235,Physical,3,Relief,High,High (>3m),NA,NA,NA,NA,NA,NA,82003006,12
