campaignid,period,status,longitude_dd,latitude_dd,observer_count,observer_length,date_time,location,site,depth_m,successful_count,successful_length,successful_habitat_panoramic,successful_habitat_downward,observer_habitat_panoramic,observer_habitat_downward
2022-05_PtCloates_Naked-BOSS,209,No-take,113.5521,-22.7402,Claude Spencer,Claude Spencer,2022-05-21T15:13:08+0800,NA,NA,76.7,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,241,No-take,113.5387,-22.7403,Molly Gerrans,Molly Gerrans,2022-05-21T15:31:01+0800,NA,NA,94.4,Yes,Yes,Yes,NA,Molly Gerrans,NA
2022-05_PtCloates_Naked-BOSS,272,No-take,113.5422,-22.7374,Molly Gerrans,Molly Gerrans,2022-05-21T15:45:16+0800,NA,NA,89.2,Yes,Yes,Yes,NA,Molly Gerrans,NA
2022-05_PtCloates_Naked-BOSS,244,No-take,113.5406,-22.7347,Molly Gerrans,Molly Gerrans,2022-05-21T15:59:32+0800,NA,NA,93,Yes,Yes,Yes,NA,Molly Gerrans,NA
2022-05_PtCloates_Naked-BOSS,219,No-take,113.543,-22.7317,Molly Gerrans,Molly Gerrans,2022-05-21T16:11:52+0800,NA,NA,90.7,Yes,Yes,Yes,NA,Molly Gerrans,NA
2022-05_PtCloates_Naked-BOSS,259,No-take,113.5443,-22.7312,Molly Gerrans,Molly Gerrans,2022-05-21T16:24:58+0800,NA,NA,88.9,Yes,Yes,Yes,NA,Molly Gerrans,NA
2022-05_PtCloates_Naked-BOSS,230,No-take,113.5543,-22.7341,Claude Spencer,Claude Spencer,2022-05-23T08:31:26+0800,NA,NA,76.9,Yes,No,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,274,No-take,113.5502,-22.7343,Claude Spencer,Molly Gerrans,2022-05-23T08:50:34+0800,NA,NA,79.2,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,205,No-take,113.5508,-22.7321,Claude Spencer,Claude Spencer,2022-05-23T09:04:00+0800,NA,NA,80.6,Yes,No,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,214,No-take,113.5497,-22.733,Claude Spencer,Molly Gerrans,2022-05-23T09:52:30+0800,NA,NA,81.5,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,256,No-take,113.5465,-22.7326,Claude Spencer,Molly Gerrans,2022-05-23T10:09:25+0800,NA,NA,86.1,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,233,No-take,113.5526,-22.7305,Claude Spencer,Molly Gerrans,2022-05-23T10:25:29+0800,NA,NA,76.2,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,251,No-take,113.554,-22.7277,Claude Spencer,Molly Gerrans,2022-05-23T10:37:45+0800,NA,NA,76.4,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,212,No-take,113.556,-22.728,Claude Spencer,Molly Gerrans,2022-05-23T11:00:30+0800,NA,NA,75,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,227,No-take,113.5569,-22.7262,NA,NA,2022-05-23T11:15:33+0800,NA,NA,74.3,No,No,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,235,No-take,113.5434,-22.7275,Kaitlin McCloghry,Claude Spencer,2022-05-25T11:43:41+0800,NA,NA,93,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,218,No-take,113.5411,-22.726,Kaitlin McCloghry,Molly Gerrans,2022-05-25T11:55:43+0800,NA,NA,97.7,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,249,No-take,113.5444,-22.7248,Kaitlin McCloghry,Molly Gerrans,2022-05-25T12:07:55+0800,NA,NA,92.3,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,208,No-take,113.5464,-22.7252,Kaitlin McCloghry,Molly Gerrans,2022-05-25T12:23:31+0800,NA,NA,89.2,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,228,No-take,113.5472,-22.7233,Kaitlin McCloghry,Molly Gerrans,2022-05-25T13:01:14+0800,NA,NA,88,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,243,No-take,113.5573,-22.7206,Kaitlin McCloghry,Molly Gerrans,2022-05-25T13:14:20+0800,NA,NA,74.4,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,217,No-take,113.5593,-22.7179,Kaitlin McCloghry,Molly Gerrans,2022-05-25T13:28:40+0800,NA,NA,73.2,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,223,No-take,113.5517,-22.7188,Kaitlin McCloghry,Molly Gerrans,2022-05-25T13:41:07+0800,NA,NA,80.5,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,260,No-take,113.5525,-22.7177,Kaitlin McCloghry,Molly Gerrans,2022-05-25T13:53:04+0800,NA,NA,83.6,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,236,No-take,113.5499,-22.717,Kaitlin McCloghry,Claude Spencer,2022-05-25T14:07:15+0800,NA,NA,86.2,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,215,No-take,113.5562,-22.712,Kaitlin McCloghry,Claude Spencer,2022-05-25T14:19:59+0800,NA,NA,79.6,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,225,No-take,113.5624,-22.7084,Kaitlin McCloghry,Molly Gerrans,2022-05-25T14:33:25+0800,NA,NA,72.1,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,252,No-take,113.5576,-22.7054,Kaitlin McCloghry,Claude Spencer,2022-05-25T14:49:34+0800,NA,NA,79.3,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,220,No-take,113.5554,-22.7067,Kaitlin McCloghry,Molly Gerrans,2022-05-25T15:00:42+0800,NA,NA,80.8,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,268,No-take,113.5501,-22.7054,Kaitlin McCloghry,Molly Gerrans,2022-05-25T15:12:08+0800,NA,NA,90.6,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,247,No-take,113.5467,-22.7047,Kaitlin McCloghry,Claude Spencer,2022-05-25T15:26:15+0800,NA,NA,96.4,Yes,No,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,254,No-take,113.5499,-22.6993,Kaitlin McCloghry,Molly Gerrans,2022-05-25T15:40:10+0800,NA,NA,96,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,242,No-take,113.5519,-22.7009,Kaitlin McCloghry,Molly Gerrans,2022-05-25T15:53:38+0800,NA,NA,88.5,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,206,No-take,113.5608,-22.7019,Kaitlin McCloghry,Claude Spencer,2022-05-25T16:07:23+0800,NA,NA,76.6,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,257,No-take,113.5592,-22.7001,Henry Evans,Molly Gerrans,2022-05-25T16:18:12+0800,NA,NA,79.4,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,229,No-take,113.5632,-22.6961,Henry Evans,Claude Spencer,2022-05-26T13:54:13+0800,NA,NA,76.2,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,250,No-take,113.5605,-22.6972,Henry Evans,Molly Gerrans,2022-05-26T14:06:02+0800,NA,NA,78.1,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,258,No-take,113.5593,-22.6958,Henry Evans,Molly Gerrans,2022-05-26T14:20:39+0800,NA,NA,79.6,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,234,No-take,113.5563,-22.6938,Henry Evans,Claude Spencer,2022-05-26T14:39:27+0800,NA,NA,85.6,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,213,No-take,113.5534,-22.6919,Henry Evans,Molly Gerrans,2022-05-26T14:52:29+0800,NA,NA,93.5,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,204,No-take,113.5576,-22.6911,Henry Evans,Molly Gerrans,2022-05-26T15:07:11+0800,NA,NA,85.8,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,261,No-take,113.5608,-22.6899,Molly Gerrans,Molly Gerrans,2022-05-26T15:21:00+0800,NA,NA,78.8,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,222,No-take,113.561,-22.6884,Henry Evans,Claude Spencer,2022-05-26T15:37:06+0800,NA,NA,78.2,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,246,No-take,113.5588,-22.6891,Henry Evans,Claude Spencer,2022-05-26T15:52:13+0800,NA,NA,84.3,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,239,No-take,113.5564,-22.6885,Molly Gerrans,Claude Spencer,2022-05-26T16:04:43+0800,NA,NA,90.5,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,238,No-take,113.5594,-22.6864,Henry Evans,Molly Gerrans,2022-05-27T08:35:45+0800,NA,NA,85.9,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,210,No-take,113.5589,-22.686,Henry Evans,Molly Gerrans,2022-05-27T08:51:10+0800,NA,NA,87.7,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,202,No-take,113.5571,-22.6851,Henry Evans,Molly Gerrans,2022-05-27T09:03:52+0800,NA,NA,91.4,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,263,No-take,113.5635,-22.684,Henry Evans,Claude Spencer,2022-05-27T09:17:26+0800,NA,NA,77.7,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,271,No-take,113.5654,-22.6776,Henry Evans,Claude Spencer,2022-05-27T09:32:15+0800,NA,NA,79.5,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,273,No-take,113.5665,-22.6741,Henry Evans,Molly Gerrans,2022-05-27T09:48:58+0800,NA,NA,77.2,Yes,Yes,Yes,NA,Gabby Cummins,NA
2022-05_PtCloates_Naked-BOSS,267,No-take,113.5615,-22.6751,Henry Evans,Molly Gerrans,2022-05-27T10:02:00+0800,NA,NA,88.4,Yes,Yes,Yes,NA,Gabby Cummins,NA
