"fold","inverts","sand"
"3",-0.127714866675317,-0.180864179239934
"5",0.895962136569487,0.897005446009124
"2",0.167813855914514,0.184686562156836
"4",0.862060603257793,0.838404311395169
"1",0.0451374489810476,0.0645097697750523
"mean",0.368651835609505,0.36074838201925
