"campaignid","sample","depth","multibeam_derivatives_depth","multibeam_derivatives_detrended","multibeam_derivatives_roughness","multibeam_derivatives_tpi","longitude","latitude"
"2020-10_south-west_BOSS","335",54.9,55.6413803100586,-1.00984394550323,0.137203216552734,0.00549793243408203,296421.640094609,6228230.27724224
"2020-10_south-west_BOSS","206",58.2,59.5227508544922,-3.87166404724121,0.431484222412109,-0.0856704711914062,296173.990247423,6228580.00823789
"2020-10_south-west_BOSS","204",60.6,61.7687797546387,-2.73013043403625,0.170883178710938,0.0760393142700195,295718.470409266,6228292.751589
"2020-10_south-west_BOSS","207",60.2,61.4956932067871,-3.23100185394287,0.140632629394531,-0.0102481842041016,295706.46400316,6228847.30280781
"2020-10_south-west_BOSS","312",65.2,66.3667602539062,1.74083411693573,0.235771179199219,0.0806856155395508,294795.449347592,6228272.72108614
"2020-10_south-west_BOSS","334",63,64.1804580688477,3.63551568984985,0.213142395019531,0.0137577056884766,294692.046184644,6228780.90162136
"2020-10_south-west_BOSS","310",64.1,66.3648452758789,2.06755614280701,0.284294128417969,0.0211725234985352,294546.582835282,6229099.52865393
"2020-10_south-west_BOSS","311",67.2,67.9782409667969,5.0010781288147,0.491683959960938,0.0454568862915039,294078.980632566,6229366.74585087
"2020-10_south-west_BOSS","327",64.9,68.2485809326172,1.90995192527771,0.572364807128906,-0.106653213500977,293414.168546163,6232314.9483505
"2020-10_south-west_BOSS","267",62.7,64.5674667358398,3.48123455047607,0.277023315429688,-0.00252246856689453,293544.684685585,6232683.98020336
"2020-10_south-west_BOSS","365",72,74.9671020507812,3.81852841377258,0.392051696777344,-0.150237083435059,292615.138553802,6232941.03404258
"2020-10_south-west_BOSS","266",67.3,68.8475723266602,3.90012383460999,0.161003112792969,-0.0138750076293945,293070.811413617,6233228.43224786
"2020-10_south-west_BOSS","J11",39.7,46.4676704406738,-1.26887667179108,0.552665710449219,0.0788116455078125,308452.267461769,6222834.70279205
"2020-10_south-west_BOSS","J12",44.7,40.224193572998,4.0046215057373,0.839271545410156,0.162983894348145,308983.01042913,6221236.6650211
"2020-10_south-west_BOSS","J9",44.1,44.9159278869629,-0.0254525616765022,0.213996887207031,-0.0105161666870117,307810.415403359,6222633.00372122
"2020-10_south-west_BOSS","J10",38.7,46.6251106262207,-1.46597671508789,0.711570739746094,-0.0512781143188477,308045.268539852,6222881.89210054
"2020-10_south-west_BOSS","J1",44.3,47.3986396789551,-2.94839811325073,1.05744934082031,-0.141213417053223,309196.036644108,6221651.51196831
"2020-10_south-west_BOSS","J2",44.4,45.0465278625488,-0.364937126636505,0.646110534667969,0.135930061340332,308994.925819062,6222013.57831145
"2020-10_south-west_BOSS","J3",44.4,40.567928314209,4.00603914260864,0.804306030273438,-0.0456180572509766,308731.051014345,6221830.69575783
"2020-10_south-west_BOSS","J4",42.9,45.4694633483887,-0.683847606182098,0.12261962890625,0.00367355346679688,308204.831330407,6222297.08969634
"2020-10_south-west_BOSS","J8",43.4,42.340202331543,1.61454272270203,1.485595703125,-0.58134651184082,307436.237800795,6221526.91289476
"2020-10_south-west_BOSS","J6",37.1,44.1553726196289,-0.337992280721664,0.110214233398438,0.0401592254638672,307499.288488552,6221150.95808056
